listing_id,avg_rating,neighbourhood,latitude,longitude,room_type,price,availability_365,avg_severity_level,count
15267454,3.5,West Los Angeles,34.05,-118.44,0,92,358,2.156908665,427
15267859,3.25,North Hollywood,34.18,-118.38,0,135,263,2.356083086,337
15267888,4.5,Downtown,34.04,-118.26,0,900,330,2.148634985,989
15283182,3,Reseda,34.2,-118.54,0,50,357,2.277777778,270
15284966,3.639344262,Echo Park,34.09,-118.25,1,91,117,2.333333333,93
15285302,3.75,Sun Valley,34.21,-118.37,1,66,111,2.408759124,137
15287774,3.333333333,East Hollywood,34.08,-118.3,0,98,180,2.354114713,401
15288407,3.72,Venice,34,-118.46,0,211,140,2.245454545,220
15300902,3.684210526,Koreatown,34.06,-118.31,1,69,14,2.221556886,668
15302066,4,Beverly Hills,34.06,-118.41,1,75,270,2,24
15303274,3.933333333,Tarzana,34.17,-118.55,0,249,364,2.123287671,73
15312627,3.8125,Northridge,34.23,-118.51,0,106,204,2.071428571,56
15313042,3.620689655,Venice,33.98,-118.47,0,235,334,2.3125,192
15313818,3.772727273,Atwater Village,34.11,-118.26,0,75,320,2.16,75
15314175,4,Mid-Wilshire,34.07,-118.35,0,120,6,2.064516129,279
15315082,2.666666667,Harbor City,33.79,-118.3,0,190,288,2.517605634,284
15324103,3.5,Culver City,34,-118.43,1,68,83,2.246753247,154
15326810,2.888888889,Venice,34,-118.47,0,195,327,2.308510638,282
15328725,3.604651163,Silver Lake,34.08,-118.28,0,99,68,2.302419355,248
15330079,3.485714286,Mid-City,34.04,-118.36,0,78,296,2.383783784,185
15339041,3.6,Glendale,34.14,-118.23,0,115,131,2.727272727,22
15356852,3.4,Silver Lake,34.09,-118.27,0,204,216,2.147928994,169
15358001,3.25,Echo Park,34.1,-118.25,0,89,177,2.232142857,112
15358847,3.111111111,Beverly Grove,34.06,-118.36,1,114,343,2.1125,240
15361680,3,Hancock Park,34.07,-118.34,0,1900,348,2.105263158,152
15362927,3.333333333,Pico-Robertson,34.05,-118.38,0,53,180,2.223826715,277
15373624,3.473684211,Exposition Park,34.02,-118.31,1,60,227,2.426056338,284
15374365,4.5,West Hollywood,34.1,-118.37,0,115,231,2.325581395,86
15379632,3.857142857,Culver City,34.02,-118.4,0,130,364,2.281481481,135
15395955,3.333333333,Koreatown,34.06,-118.29,0,299,53,2.383108935,817
15396645,3.7,Mar Vista,34,-118.44,0,586,151,2.175531915,188
15396770,3.142857143,Brentwood,34.06,-118.46,0,152,259,1.956521739,23
15398400,3.285714286,Woodland Hills,34.16,-118.62,0,101,130,1.75,40
15399115,3,Downtown,34.06,-118.25,0,268,270,2.406976744,344
15419489,3.428571429,Hollywood,34.08,-118.33,0,239,351,2.121212121,132
15421637,4.5,Hancock Park,34.06,-118.34,0,161,242,2.052401747,229
15422273,3.666666667,Valley Glen,34.2,-118.41,0,103,39,2.139534884,172
15431867,4.5,Silver Lake,34.09,-118.27,0,385,88,2.147928994,169
15437411,3.555555556,Mid-Wilshire,34.06,-118.34,0,129,232,2.052401747,229
15437506,3.48,East Hollywood,34.1,-118.3,0,131,43,2.25659051,569
15438287,4,Venice,33.99,-118.46,0,325,290,2.14354067,209
15446481,3.473684211,Hollywood Hills,34.13,-118.32,0,549,329,2.625,16
15448688,3.538461538,Sherman Oaks,34.14,-118.45,0,302,98,1.9375,16
15450137,3.7,Fairfax,34.08,-118.35,1,77,364,2.189111748,349
15452236,3.916666667,Westlake,34.05,-118.26,0,189,115,2.220111732,1790
15453921,4,Beverly Hills,34.1,-118.4,0,1099,332,1.888888889,9
15464275,3.473684211,Fairfax,34.08,-118.35,0,150,90,2.189111748,349
15464482,3.5,Pico-Union,34.05,-118.27,1,112,363,2.405442177,735
15464851,3.769230769,Culver City,34.02,-118.4,1,100,260,2.281481481,135
15466336,3.5,Hollywood,34.09,-118.34,0,99,145,2.30458221,371
15470890,3.636363636,Sherman Oaks,34.17,-118.44,0,105,233,2.25862069,174
15485898,3.777777778,Highland Park,34.11,-118.18,0,114,276,2.25,124
15497102,3.65,Venice,34,-118.46,0,122,243,2.245454545,220
15497241,3.810810811,Venice,33.99,-118.46,0,205,222,2.14354067,209
15498187,4.333333333,Sawtelle,34.05,-118.46,0,155,276,2.157024793,363
15499079,3.571428571,Reseda,34.2,-118.52,1,43,151,2.342342342,111
15499579,3,Studio City,34.14,-118.37,0,60,313,2.226351351,296
15500699,3,Vermont Square,34.01,-118.32,1,38,237,2.5625,256
15509122,3.4,Eagle Rock,34.14,-118.19,0,96,289,2.108108108,74
15510930,3.666666667,Sawtelle,34.04,-118.46,0,100,64,2.234693878,392
15512170,3.277777778,Downtown,34.05,-118.25,0,214,365,2.37149399,1747
15530746,4,Windsor Square,34.08,-118.32,0,325,179,2.111731844,179
15553080,3.674418605,Sylmar,34.3,-118.46,0,117,166,2.62745098,102
15554006,3.6,Mid-City,34.04,-118.34,0,84,178,2.308641975,243
15554221,2.5,Mid-City,34.04,-118.36,1,89,357,2.383783784,185
15563132,3.44,Santa Monica,34.01,-118.46,1,77,39,2.277777778,18
15563643,3.727272727,Silver Lake,34.09,-118.28,0,330,165,2.116,250
15581821,4,Glendale,34.13,-118.24,1,89,238,2.2,5
15585490,4,Woodland Hills,34.16,-118.61,0,193,363,1.958333333,48
15591630,4,East Hollywood,34.08,-118.3,3,135,268,2.354114713,401
15598273,3.333333333,Atwater Village,34.11,-118.26,1,80,36,2.16,75
15600863,4,Mar Vista,34.02,-118.44,1,145,364,1.987012987,77
15615421,4,Los Feliz,34.1,-118.28,0,800,352,2.309734513,113
15618103,3.55,Hancock Park,34.08,-118.33,1,72,68,2.121212121,132
15625826,3.5,Encino,34.18,-118.53,0,85,295,2.256410256,117
15631520,3.294117647,View Park-Windsor Hills,34,-118.35,1,82,60,2.571428571,7
15631853,3.5,Ladera Heights,33.98,-118.38,1,68,161,1.919354839,62
15646819,3.692307692,Beverly Grove,34.08,-118.37,0,400,10,2.068306011,366
15664419,3.833333333,Hollywood Hills West,34.1,-118.38,0,555,260,2.068965517,58
15665925,3.666666667,North Hollywood,34.18,-118.38,0,87,142,2.356083086,337
15673487,3.5,Harvard Heights,34.04,-118.3,1,45,364,2.19205298,302
15678101,3.470588235,Hollywood Hills,34.11,-118.33,0,399,169,2.203463203,231
15679578,4,Hollywood Hills,34.11,-118.32,0,79,13,2.157024793,242
15694469,4,Westwood,34.06,-118.43,0,149,282,2.027522936,109
15701330,3.6,Tarzana,34.19,-118.53,1,48,173,2.305343511,131
15705862,3.333333333,Van Nuys,34.18,-118.46,1,50,111,2.340136054,147
15706103,3.75,Van Nuys,34.18,-118.46,1,50,98,2.340136054,147
15719010,4,Hollywood Hills,34.1,-118.34,0,72,146,2.34595163,951
15728329,3,Hollywood,34.1,-118.34,0,70,66,2.34595163,951
15734037,3.684210526,Highland Park,34.12,-118.21,0,200,1,2.19047619,84
15736200,3.84,Mar Vista,34,-118.44,0,135,118,2.175531915,188
15738299,3.5625,Beverly Crest,34.12,-118.43,0,582,97,1.4,5
15743712,3.625,Culver City,34.01,-118.41,1,59,55,2,3
15760390,4,Hollywood Hills West,34.1,-118.37,0,109,1,2.325581395,86
15764090,3,West Hollywood,34.09,-118.39,0,125,361,2.230769231,13
15768071,3.5,Koreatown,34.06,-118.3,1,79,297,2.322777101,821
15768527,3,Mid-City,34.05,-118.34,0,90,123,2.015665796,383
15769922,3.615384615,Los Feliz,34.11,-118.28,0,85,266,2.169014085,142
15772276,3,Winnetka,34.21,-118.58,1,45,365,2.368983957,187
15782975,3,Encino,34.17,-118.52,0,119,97,2.25625,320
15791852,2.5,Westlake,34.05,-118.28,1,45,352,2.405135521,701
15797768,3.5,Valley Village,34.17,-118.39,0,114,365,1.989795918,98
15805642,3.5,Hollywood,34.1,-118.35,0,99,351,2.141337386,658
15806303,3.461538462,Westwood,34.06,-118.45,0,89,177,2.388888889,126
15807861,3,Harvard Heights,34.05,-118.31,1,85,82,2.23,600
15817464,4,Hollywood Hills West,34.09,-118.38,0,2281,269,2.09375,32
15817479,4,San Pedro,33.72,-118.29,1,30,333,2.337423313,163
15821595,3.5,Hollywood Hills,34.11,-118.32,0,80,344,2.157024793,242
15821670,3.611111111,Beverly Grove,34.08,-118.37,0,126,364,2.068306011,366
15832524,3,Hollywood Hills West,34.11,-118.39,0,147,74,2.25,16
15836108,3,Hollywood,34.09,-118.34,1,99,158,2.30458221,371
15847553,3.6,Venice,33.99,-118.46,0,135,321,2.14354067,209
15852759,3.5,Venice,33.99,-118.47,0,350,351,2.301724138,580
15855249,3.5,Echo Park,34.07,-118.25,0,90,296,2.048672566,226
15855881,3.642857143,Westwood,34.06,-118.44,0,225,85,2.285714286,350
15866636,3.6,Beverly Hills,34.06,-118.4,0,129,63,2.119402985,67
15869207,3,East Hollywood,34.1,-118.3,0,82,332,2.25659051,569
15870259,3.875,Venice,33.98,-118.47,0,220,83,2.3125,192
15884259,3.523809524,Beverly Hills,34.07,-118.38,0,179,340,2.171806167,227
15887753,3.5,Los Feliz,34.1,-118.28,0,95,349,2.309734513,113
15898967,3,West Hollywood,34.09,-118.35,0,130,364,2.272727273,165
15901038,3,Beverly Hills,34.06,-118.4,0,175,226,2.119402985,67
15902977,3.722222222,Santa Monica,34.03,-118.51,0,285,296,1.8125,16
15917355,3.5,Inglewood,33.96,-118.32,1,65,266,2.594594595,37
15927121,4.333333333,Hancock Park,34.07,-118.34,1,65,89,2.105263158,152
15929863,3,East Hollywood,34.1,-118.3,0,71,348,2.25659051,569
15933107,4,Hollywood,34.1,-118.34,1,41,166,2.34595163,951
15933638,4.333333333,Hollywood,34.09,-118.34,1,37,127,2.30458221,371
15946450,3.736842105,Lake Balboa,34.2,-118.5,0,126,342,2.34375,64
15952876,2.666666667,Hollywood Hills West,34.1,-118.36,0,99,128,2.406698565,209
15955618,3.631578947,Venice,33.99,-118.46,0,285,338,2.14354067,209
15968413,3.666666667,Valley Village,34.17,-118.39,0,575,137,1.989795918,98
15972284,3,Mar Vista,34.02,-118.44,1,59,87,1.987012987,77
15974796,3.230769231,Silver Lake,34.1,-118.25,0,85,113,2.232142857,112
15974941,3.5,East Hollywood,34.1,-118.29,2,50,142,2.28030303,396
15979778,3.75,Studio City,34.15,-118.41,0,120,330,2.060773481,181
15980439,4,Valley Village,34.17,-118.39,0,89,365,1.989795918,98
15983120,4,Carthay,34.05,-118.37,1,84,323,2.136170213,235
15984856,3.615384615,Echo Park,34.08,-118.27,0,225,59,2.244755245,286
15994863,3.214285714,Culver City,34,-118.41,0,99,84,2.441558442,77
15997512,3,Sun Valley,34.2,-118.37,0,45,95,2.302752294,109
15998351,3.772727273,Venice,33.98,-118.46,0,135,92,2.076086957,92
15999154,3.857142857,Venice,33.98,-118.46,0,249,39,2.076086957,92
16001688,3,Hyde Park,33.99,-118.33,0,80,252,2.45686901,313
16002164,3.4,Del Rey,34,-118.43,0,100,89,2.246753247,154
16017699,4,Baldwin Hills/Crenshaw,34.02,-118.37,1,100,328,2.315789474,152
16019972,3.677419355,Downtown,34.04,-118.26,0,201,339,2.148634985,989
16035763,3.5,North Hollywood,34.19,-118.38,0,88,263,2.226600985,203
16037950,3.411764706,East Hollywood,34.1,-118.31,1,63,68,2.330016584,603
16039573,3.75862069,Venice,33.99,-118.46,0,239,229,2.14354067,209
16041362,3,Van Nuys,34.2,-118.46,0,34,30,2.274074074,270
16041366,3.555555556,Koreatown,34.06,-118.3,0,107,365,2.322777101,821
16055691,3.6,Glendale,34.13,-118.24,0,120,232,2.2,5
16068164,3.285714286,Pico-Robertson,34.05,-118.38,0,139,296,2.223826715,277
16068508,4,Adams-Normandie,34.03,-118.3,1,60,89,2.446700508,394
16072625,3,East Hollywood,34.1,-118.3,0,81,301,2.25659051,569
16072808,3.714285714,Los Feliz,34.1,-118.28,1,75,179,2.309734513,113
16073125,3.636363636,Boyle Heights,34.03,-118.21,0,72,311,2.418994413,179
16087548,3.634146341,Culver City,34.02,-118.41,0,185,339,2.186619718,284
16098026,4,Hollywood Hills West,34.11,-118.36,0,1495,358,2.166666667,66
16101629,3.333333333,West Carson,33.82,-118.3,0,144,333,2.432,125
16120760,3,Playa Vista,33.97,-118.42,0,349,10,1.823529412,68
16122510,3.142857143,Hollywood Hills,34.12,-118.35,0,199,35,2.045454545,22
16131680,3.5,Woodland Hills,34.17,-118.65,1,59,365,2,23
16134075,3.666666667,Sun Valley,34.22,-118.42,0,180,292,2.304347826,46
16134698,3.5,Atwater Village,34.11,-118.25,0,119,63,2.165217391,115
16142220,3.413043478,Venice,33.99,-118.45,0,165,333,2.419871795,312
16147102,3.4,East Hollywood,34.09,-118.29,2,70,142,2.472727273,330
16147718,3.384615385,Hollywood Hills West,34.11,-118.39,0,954,58,2.25,16
16162523,3.428571429,Hollywood Hills West,34.1,-118.36,1,65,271,2.406698565,209
16169725,3.666666667,Venice,34,-118.46,0,186,77,2.245454545,220
16175470,3.75,West Hollywood,34.09,-118.34,1,45,173,2.30458221,371
16177400,4,Culver City,33.99,-118.43,0,330,181,2.204545455,88
16179988,3.62,Studio City,34.14,-118.41,0,138,308,2.040816327,98
16182724,4,Hollywood,34.1,-118.34,1,58,97,2.34595163,951
16189358,3.344827586,Carthay,34.06,-118.37,0,140,148,2.303448276,145
16191805,4,Santa Monica,34.04,-118.47,0,109,10,1.993288591,149
16194836,3.666666667,Hollywood,34.09,-118.34,1,67,180,2.30458221,371
16194942,3,West Hollywood,34.09,-118.35,1,43,179,2.272727273,165
16195071,3.75,Venice,33.99,-118.47,0,100,345,2.301724138,580
16214254,4,South Pasadena,34.11,-118.17,1,127,259,2,5
16215239,3,Arlington Heights,34.04,-118.33,0,125,363,2.430851064,188
16216577,3,Studio City,34.15,-118.38,1,50,22,2.048387097,62
16228608,4.5,Burbank,34.17,-118.36,0,95,165,2.32,100
16232400,3.666666667,Hollywood,34.1,-118.33,0,150,320,2.32360515,1165
16242173,4,Santa Monica,34,-118.48,1,444,219,2.380645161,155
16246049,4,Mar Vista,34,-118.44,0,100,1,2.175531915,188
16256105,3.692307692,Culver City,34.02,-118.4,0,127,363,2.281481481,135
16258398,4,Hollywood,34.09,-118.32,0,101,180,2.32320442,362
16263502,3.333333333,Koreatown,34.07,-118.31,0,70,291,2.275862069,464
16272046,3.5,Mid-City,34.04,-118.36,1,65,192,2.383783784,185
16273864,3,West Hollywood,34.09,-118.36,0,441,76,2.169230769,65
16275577,3.344827586,Inglewood,33.98,-118.37,1,55,112,2.23,100
16287456,3.5,Northridge,34.24,-118.55,1,69,356,2.2,75
16287968,3.5,West Hollywood,34.08,-118.38,0,189,72,2.212264151,212
16288205,4,Reseda,34.21,-118.54,0,48,351,2.397196262,214
16288405,4,Reseda,34.21,-118.54,0,55,358,2.397196262,214
16298317,3,Palms,34.02,-118.42,0,52,169,2.210784314,204
16298989,4,Echo Park,34.09,-118.26,0,214,158,2.106870229,131
16300991,4,Mission Hills,34.26,-118.46,1,46,350,2.275862069,58
16303125,3.690909091,Studio City,34.12,-118.38,1,99,350,2.153846154,13
16314058,3.428571429,Mid-City,34.05,-118.33,1,75,232,2.30420712,309
16315246,3.1,Koreatown,34.06,-118.3,0,150,302,2.322777101,821
16327221,3.25,West Hollywood,34.09,-118.37,1,112,54,2,36
16350888,3.666666667,West Hollywood,34.09,-118.34,1,45,180,2.30458221,371
16351967,3.705882353,San Pedro,33.74,-118.3,0,220,218,2.1875,80
16354676,3,Hollywood,34.1,-118.34,1,46,119,2.34595163,951
16367098,4,West Los Angeles,34.04,-118.44,0,607,242,2.136986301,292
16369295,3.5,Hollywood,34.09,-118.33,0,145,265,2.374257426,505
16383969,2,Winnetka,34.2,-118.57,0,172,305,2.103896104,154
16392509,3.0625,Montecito Heights,34.1,-118.18,0,126,64,2.157142857,70
16397087,3.941176471,Downtown,34.05,-118.26,0,250,139,2.220111732,1790
16405674,3.5,Pacific Palisades,34.05,-118.53,0,149,295,1.953488372,43
16405816,3.2,Van Nuys,34.19,-118.47,0,67,1,2.503968254,252
16405914,3.625,Pasadena,34.13,-118.18,1,89,83,3.5,2
16407580,3.695652174,Westwood,34.06,-118.45,0,159,31,2.388888889,126
16414012,3.5,Westlake,34.06,-118.27,0,66,364,2.41995842,962
16417391,3.166666667,Hollywood,34.1,-118.34,0,70,361,2.34595163,951
16417715,3.2,Hollywood,34.09,-118.35,0,75,330,2.272727273,165
16418296,3,West Hollywood,34.09,-118.34,0,75,317,2.30458221,371
16428239,3.5,Hollywood,34.1,-118.35,0,95,319,2.141337386,658
16440523,3.166666667,Baldwin Hills/Crenshaw,34.02,-118.36,1,60,39,2.299212598,127
16467383,3.9,Venice,34,-118.47,0,195,65,2.308510638,282
16476875,3.5,Hollywood,34.09,-118.32,0,85,179,2.32320442,362
16480871,3.714285714,Jefferson Park,34.03,-118.32,0,148,328,2.455882353,272
16486230,3.833333333,Venice,33.99,-118.46,0,339,168,2.14354067,209
16490813,3.558139535,Culver City,34.02,-118.41,0,169,353,2.186619718,284
16497826,3.6,Culver City,34.02,-118.41,0,92,342,2.186619718,284
16498719,3.529411765,Baldwin Hills/Crenshaw,34.02,-118.36,1,64,90,2.299212598,127
16498996,4,East Hollywood,34.08,-118.3,0,78,310,2.354114713,401
16499360,3.692307692,East Hollywood,34.1,-118.3,0,96,36,2.25659051,569
16507988,3,East Hollywood,34.1,-118.3,0,96,37,2.25659051,569
16508443,3.5,East Hollywood,34.1,-118.3,0,96,37,2.25659051,569
16508501,3.5,Boyle Heights,34.04,-118.22,0,45,84,2.375838926,298
16508623,3,East Hollywood,34.1,-118.3,0,96,37,2.25659051,569
16519650,3.428571429,West Hollywood,34.09,-118.36,0,495,83,2.169230769,65
16540792,4,West Hollywood,34.09,-118.37,0,189,54,2,36
16543714,2,North Hollywood,34.18,-118.38,0,60,364,2.356083086,337
16546662,4,Sawtelle,34.04,-118.47,0,225,281,1.993288591,149
16546932,4,Hollywood,34.1,-118.34,0,150,328,2.34595163,951
16568812,3.533333333,Carthay,34.06,-118.37,1,72,365,2.303448276,145
16579057,3,Elysian Park,34.07,-118.24,0,69,343,1.881578947,76
16590090,3.588235294,Fairfax,34.08,-118.36,0,136,329,2.344370861,453
16596868,3,North Hollywood,34.16,-118.36,1,60,128,2.008403361,119
16603891,3.125,Toluca Lake,34.16,-118.36,0,100,282,2.008403361,119
16613509,3.6875,Mar Vista,34.01,-118.43,0,97,39,2.2265625,128
16616875,3.833333333,Eagle Rock,34.13,-118.2,0,95,103,2.222222222,54
16617828,3.4375,Mid-Wilshire,34.05,-118.35,0,121,138,2.448818898,254
16633816,3.666666667,Venice,33.99,-118.47,0,398,66,2.301724138,580
16642172,3,Watts,33.94,-118.23,3,20,365,2.581151832,191
16660782,3.32,Downtown,34.04,-118.26,0,200,358,2.148634985,989
16661893,3.24,Downtown,34.04,-118.26,0,199,350,2.148634985,989
16662334,4,Hollywood Hills,34.12,-118.35,0,199,265,2.045454545,22
16663079,4,Woodland Hills,34.16,-118.6,0,225,340,2.083333333,60
16667001,4,Silver Lake,34.08,-118.28,0,149,235,2.302419355,248
16676318,3.711538462,Pacific Palisades,34.04,-118.53,0,131,190,1.82,50
16687897,3.333333333,Downtown,34.05,-118.26,1,176,179,2.220111732,1790
16689281,3,Woodland Hills,34.17,-118.61,0,69,349,2.2,155
16694939,3.56097561,Mar Vista,34,-118.45,0,101,72,2.067226891,119
16703534,4,Sherman Oaks,34.14,-118.42,1,88,364,1.777777778,36
16723619,3,Venice,33.99,-118.47,0,97,50,2.301724138,580
16724357,3.25,Valley Glen,34.2,-118.43,1,42,1,2.174418605,258
16724548,3.666666667,Mar Vista,34.01,-118.44,0,108,180,2.378378378,74
16737148,3.6,Venice,33.99,-118.46,0,75,340,2.14354067,209
16753523,3.846153846,West Hills,34.19,-118.66,1,132,332,2,10
16768297,3,Venice,34,-118.47,0,299,276,2.308510638,282
16769225,3.875,Mount Washington,34.1,-118.22,1,65,142,2.416666667,36
16782301,3.611111111,Beverly Hills,34.07,-118.38,1,250,90,2.171806167,227
16824550,3.5,Westchester,33.96,-118.39,0,105,288,2.204301075,93
16828390,3,Tarzana,34.19,-118.53,1,52,167,2.305343511,131
16831641,3.333333333,Mid-Wilshire,34.07,-118.35,0,145,268,2.064516129,279
16842869,3.4,Mid-Wilshire,34.05,-118.36,1,119,142,2.330935252,139
16858293,3.5,Glassell Park,34.11,-118.23,0,150,119,2.323529412,68
16859412,3.690909091,West Hollywood,34.09,-118.36,0,98,60,2.169230769,65
16862325,3.25,Studio City,34.15,-118.38,1,79,67,2.048387097,62
16867836,3.583333333,Northridge,34.26,-118.51,0,85,336,2.265306122,49
16870431,3.272727273,Glendale,34.13,-118.26,0,199,68,1.9,20
16872492,3.685714286,Hollywood Hills,34.11,-118.32,0,403,343,2.157024793,242
16896579,3.8,Westwood,34.06,-118.44,0,228,269,2.285714286,350
16898990,3.733333333,Del Rey,33.99,-118.43,0,90,1,2.204545455,88
16907576,3.5,Studio City,34.15,-118.41,0,175,90,2.060773481,181
16911090,3.727272727,West Hollywood,34.08,-118.39,0,160,77,1.884615385,26
16932846,3.4,West Hollywood,34.09,-118.34,0,65,343,2.30458221,371
16933988,3.423076923,Westwood,34.06,-118.45,0,120,189,2.388888889,126
16946634,3.6,Playa del Rey,33.95,-118.44,0,175,360,1.659574468,47
16949058,3,West Hollywood,34.09,-118.34,0,90,365,2.30458221,371
16960266,5,Hollywood,34.1,-118.34,0,89,365,2.34595163,951
16961017,3.769230769,Hollywood Hills West,34.1,-118.39,0,425,275,2.344827586,29
16964513,3.25,Westwood,34.06,-118.45,0,159,6,2.388888889,126
16974789,4,Tarzana,34.18,-118.55,0,85,64,2.121621622,74
16977074,3.888888889,Sherman Oaks,34.16,-118.45,0,125,358,2.352941176,119
16982251,3.71875,Venice,33.99,-118.46,0,70,234,2.14354067,209
16985679,3.416666667,Del Rey,33.99,-118.43,1,60,100,2.204545455,88
17000038,3.6,Montecito Heights,34.09,-118.2,0,86,65,2.26984127,63
17000485,3.5,Los Feliz,34.1,-118.29,1,70,38,2.28030303,396
17001424,3,Boyle Heights,34.04,-118.22,0,36,112,2.375838926,298
17010377,4,Beverly Hills,34.06,-118.41,0,133,166,2,24
17015440,2.5,Hollywood Hills,34.11,-118.34,0,143,172,2.178294574,129
17025789,3.571428571,Venice,34,-118.46,0,561,243,2.245454545,220
17026963,3.540540541,Santa Monica,34.01,-118.46,0,105,183,2.277777778,18
17035963,3.666666667,Mid-City,34.05,-118.37,0,350,341,2.136170213,235
17041027,3.6,Highland Park,34.12,-118.2,0,100,191,2.489795918,147
17047221,3,Fairfax,34.08,-118.36,0,335,240,2.344370861,453
17097814,3.285714286,Westchester,33.96,-118.39,0,89,253,2.204301075,93
17122853,3.571428571,Beverly Crest,34.09,-118.44,0,1143,351,1.363636364,11
17123327,3.823529412,Santa Monica,34,-118.48,0,189,235,2.380645161,155
17142595,3.555555556,Venice,33.99,-118.46,0,870,167,2.14354067,209
17143457,3.6,Toluca Lake,34.16,-118.36,0,143,152,2.008403361,119
17143834,3.815789474,Venice,33.99,-118.46,0,259,194,2.14354067,209
17153507,3.558139535,North Hollywood,34.17,-118.36,0,75,365,2.32,100
17156730,3.6,El Sereno,34.08,-118.18,1,99,180,2.457943925,107
17157943,3.470588235,Westwood,34.06,-118.43,0,344,146,2.027522936,109
17161395,3.666666667,Northridge,34.24,-118.51,0,1000,364,2.2,35
17164542,3.5,Lincoln Heights,34.07,-118.22,0,102,78,2.267241379,232
17168950,3,Hollywood,34.1,-118.35,0,89,225,2.141337386,658
17175597,3,Atwater Village,34.11,-118.26,0,141,78,2.16,75
17177397,2.666666667,Downtown,34.04,-118.27,0,60,313,2.269874477,478
17180700,3.481481481,Fairfax,34.09,-118.35,0,315,89,2.272727273,165
17191522,3.777777778,Pico-Union,34.05,-118.28,1,74,340,2.405135521,701
17191808,3.8,Pico-Union,34.05,-118.28,1,59,359,2.405135521,701
17193005,4,Valley Glen,34.18,-118.4,0,80,147,2.179487179,156
17212515,4,East Hollywood,34.1,-118.3,0,96,37,2.25659051,569
17221560,2,East Hollywood,34.1,-118.3,0,93,37,2.25659051,569
17223162,3.2,Beverly Crest,34.12,-118.39,0,2214,77,2.125,16
17223397,3.076923077,Mid-City,34.04,-118.34,0,90,148,2.308641975,243
17224886,3.5,West Hollywood,34.09,-118.36,0,455,76,2.169230769,65
17251889,4.333333333,Hancock Park,34.08,-118.34,1,115,89,2.038674033,181
17253519,3,East Hollywood,34.09,-118.28,0,120,89,2.116,250
17254128,3.566037736,Del Rey,33.99,-118.42,0,90,292,2.170731707,164
17255382,3.333333333,Jefferson Park,34.02,-118.33,1,42,267,2.230263158,152
17258065,3.571428571,Sherman Oaks,34.16,-118.44,0,110,60,2.257575758,198
17264931,3.2,West Hollywood,34.09,-118.34,0,65,344,2.30458221,371
17270199,3.516129032,Venice,34,-118.48,0,164,72,2.380645161,155
17282039,4,West Adams,34.03,-118.36,0,92,157,2.371323529,272
17284933,3.75,Westlake,34.05,-118.26,0,420,88,2.220111732,1790
17285065,3.71875,Westlake,34.05,-118.26,0,600,43,2.220111732,1790
17286928,3.5,Montecito Heights,34.09,-118.2,1,110,236,2.26984127,63
17295448,3.941176471,Venice,33.98,-118.47,0,569,171,2.3125,192
17301364,3.333333333,Beverly Grove,34.08,-118.37,0,275,177,2.068306011,366
17304055,3.4,North Hollywood,34.18,-118.38,0,150,89,2.356083086,337
17319200,3.8,Hollywood Hills West,34.11,-118.37,0,1342,159,2.636363636,44
17348348,3.444444444,West Hollywood,34.09,-118.36,0,495,90,2.169230769,65
17349615,3.5,Montecito Heights,34.1,-118.18,0,85,278,2.157142857,70
17372523,4,Atwater Village,34.11,-118.26,0,134,300,2.16,75
17384966,4,East Hollywood,34.1,-118.3,0,79,309,2.25659051,569
17385499,3,Mid-Wilshire,34.06,-118.32,0,120,45,1.846994536,183
17386008,3.394736842,Downtown,34.05,-118.25,0,108,338,2.37149399,1747
17386325,3.769230769,Venice,33.98,-118.46,0,151,352,2.076086957,92
17388478,3,Studio City,34.15,-118.38,1,55,111,2.048387097,62
17419639,3.25,Lomita,33.79,-118.31,0,157,198,2.369565217,46
17450146,4,Eagle Rock,34.13,-118.22,1,59,364,2.116883117,77
17450954,3.8,Westchester,33.96,-118.41,1,62,361,1.943396226,53
17463403,3.290322581,Beverly Hills,34.07,-118.38,0,1643,309,2.171806167,227
17466362,3.4,Mid-City,34.04,-118.35,0,770,89,2.413934426,244
17477512,3.636363636,Studio City,34.14,-118.4,1,195,81,2.115702479,121
17478068,3.444444444,Woodland Hills,34.18,-118.63,0,293,190,2.333333333,12
17481554,3.681818182,Van Nuys,34.2,-118.46,0,80,336,2.274074074,270
17483703,4,Beverly Grove,34.09,-118.38,0,171,294,2.09375,32
17497633,3.2,Hollywood Hills West,34.09,-118.39,0,1085,355,2.230769231,13
17498968,3.739130435,El Segundo,33.93,-118.43,0,79,65,2,6
17499795,3.625,Playa Vista,33.97,-118.42,0,161,143,1.823529412,68
17513230,4,Hollywood Hills West,34.11,-118.35,0,2913,362,1.882352941,17
17515245,3.666666667,Harvard Heights,34.04,-118.3,1,42,359,2.19205298,302
17530899,4.038461538,Montecito Heights,34.09,-118.19,0,313,116,2.367346939,98
17534331,3.5,Van Nuys,34.19,-118.46,0,119,348,2.412451362,257
17542011,3.75,Hancock Park,34.07,-118.33,0,189,138,1.684210526,38
17547478,3.6,Koreatown,34.06,-118.3,0,97,154,2.322777101,821
17548889,3,Chesterfield Square,33.99,-118.32,0,100,111,2.493617021,235
17560598,3.333333333,Arlington Heights,34.05,-118.32,1,72,254,2.225519288,337
17571184,3.411764706,Del Rey,33.99,-118.41,0,131,348,2.377952756,127
17572161,3.571428571,Del Rey,34,-118.4,1,70,353,2.222222222,27
